,carat,cut,color,clarity,depth,table,price,x,y,z
9491,1.01,Very Good,1,2,63.5,53.0,4794,6.32,6.4,4.04
9492,1.09,Premium,3,1,61.1,59.0,4794,6.69,6.63,4.07
9493,0.91,Very Good,5,3,59.4,59.0,4795,6.3,6.36,3.76
9494,0.9,Very Good,5,2,61.7,58.0,4795,6.15,6.2,3.81
9495,1.25,Ideal,1,3,60.0,57.0,4795,7.07,7.02,4.23
9496,0.9,Ideal,4,2,61.8,58.0,4795,6.21,6.24,3.85
9497,1.01,Premium,4,1,62.2,57.0,4796,6.43,6.36,3.98
9498,1.02,Premium,2,2,62.0,60.0,4796,6.37,6.4,3.96
9499,1.02,Good,2,2,63.4,57.0,4796,6.36,6.42,4.05
9500,1.02,Very Good,2,2,62.9,59.0,4796,6.38,6.41,4.02
9501,1.01,Ideal,4,1,60.0,57.0,4796,6.55,6.51,3.92
9502,0.9,Fair,6,2,64.0,63.0,4796,6.12,6.04,3.89
9503,1.05,Very Good,5,1,60.5,58.0,4797,6.55,6.6,3.98
9504,1.16,Ideal,2,1,61.9,56.0,4797,6.73,6.77,4.18
9505,1.04,Ideal,4,1,62.2,56.0,4797,6.45,6.48,4.02
9506,1.02,Premium,2,1,62.6,58.0,4798,6.44,6.4,4.02
9507,0.76,Very Good,5,7,61.9,56.0,4798,5.83,5.85,3.62
9508,1.02,Ideal,1,4,60.2,57.0,4798,6.56,6.49,3.93
9509,1.19,Ideal,2,1,61.7,56.0,4798,6.83,6.78,4.2
9510,1.12,Premium,3,1,60.8,55.0,4798,6.84,6.69,4.11
9511,1.02,Ideal,5,1,62.9,57.0,4798,6.44,6.38,4.03
9512,1.02,Ideal,2,5,60.9,57.0,4798,6.49,6.44,3.94
9513,1.02,Ideal,5,1,62.1,55.0,4798,6.51,6.4,4.01
9514,1.0,Very Good,4,2,63.3,61.0,4798,6.31,6.29,3.99
9515,1.12,Ideal,3,1,62.4,56.0,4798,6.67,6.63,4.15
9516,1.02,Ideal,5,1,60.3,57.0,4798,6.53,6.5,3.95
9517,1.02,Ideal,6,2,62.1,53.0,4798,6.43,6.38,3.98
9518,1.01,Very Good,6,1,60.5,58.0,4799,6.45,6.5,3.92
9519,1.07,Ideal,5,1,61.2,56.0,4799,6.63,6.66,4.07
9520,1.03,Very Good,2,2,60.4,58.0,4800,6.48,6.56,3.94
9521,0.63,Very Good,6,7,59.6,59.0,4800,5.55,5.59,3.32
9522,1.03,Ideal,2,2,62.4,56.0,4800,6.45,6.5,4.04
9523,0.9,Premium,4,3,62.4,58.0,4801,6.15,6.22,3.86
9524,0.9,Ideal,4,3,62.6,56.0,4801,6.16,6.23,3.88
9525,1.04,Ideal,2,2,62.1,57.0,4801,6.49,6.52,4.04
9526,0.91,Ideal,4,2,62.0,57.0,4801,6.22,6.24,3.86
9527,0.71,Ideal,5,6,62.0,56.0,4802,5.69,5.73,3.54
9528,1.01,Ideal,3,1,61.4,57.0,4803,6.44,6.48,3.97
9529,0.9,Very Good,6,3,60.9,62.0,4804,6.11,6.18,3.74
9530,1.04,Ideal,5,1,62.0,55.0,4804,6.48,6.51,4.03
9531,1.04,Ideal,5,1,61.4,56.0,4804,6.5,6.56,4.01
9532,1.01,Very Good,1,2,64.4,54.0,4805,6.31,6.4,4.09
9533,1.01,Ideal,6,1,63.0,54.0,4805,6.43,6.39,4.04
9534,1.01,Premium,3,2,60.0,58.0,4805,6.55,6.51,3.92
9535,1.01,Good,6,1,63.6,57.0,4805,6.39,6.35,4.05
9536,1.0,Good,3,4,63.7,60.0,4805,6.38,6.31,4.04
9537,1.23,Ideal,1,1,60.6,57.0,4805,6.97,6.88,4.2
9538,1.0,Premium,5,2,59.1,58.0,4805,6.52,6.44,3.83
9539,1.01,Premium,3,2,60.2,60.0,4805,6.45,6.43,3.88
9540,1.01,Premium,3,2,62.1,56.0,4805,6.42,6.36,3.97
9541,1.01,Good,6,1,63.6,56.0,4805,6.38,6.33,4.04
9542,1.1,Premium,1,2,62.7,57.0,4805,6.6,6.55,4.12
9543,1.01,Premium,6,1,61.5,56.0,4805,6.46,6.39,3.95
9544,1.0,Premium,5,2,62.8,59.0,4805,6.4,6.3,3.99
9545,1.0,Very Good,5,2,63.4,58.0,4805,6.29,6.26,3.98
9546,1.0,Premium,5,2,61.0,61.0,4805,6.45,6.4,3.92
9547,1.01,Premium,3,2,61.0,58.0,4808,6.53,6.49,3.97
9548,1.0,Ideal,5,1,62.9,55.0,4808,6.38,6.41,4.02
9549,1.0,Ideal,5,1,62.2,52.0,4808,6.42,6.47,4.01
9550,1.01,Premium,3,2,62.7,59.0,4808,6.41,6.35,4.0
9551,1.01,Ideal,1,4,62.6,56.0,4808,6.42,6.36,4.0
9552,1.01,Ideal,5,1,62.4,56.0,4808,6.43,6.39,4.0
9553,1.1,Ideal,4,1,60.4,55.0,4809,6.73,6.77,4.08
9554,0.97,Premium,4,2,59.9,59.0,4810,6.36,6.39,3.82
9555,1.04,Premium,3,2,59.2,61.0,4811,6.68,6.63,3.94
9556,1.04,Premium,6,1,61.6,58.0,4811,6.52,6.46,4.0
9557,1.12,Ideal,1,2,61.7,58.0,4811,6.66,6.6,4.09
9558,1.04,Premium,6,1,61.0,59.0,4811,6.54,6.51,3.98
9559,1.24,Ideal,1,1,60.7,57.0,4812,6.98,6.92,4.22
9560,1.01,Very Good,4,2,62.7,56.0,4812,6.37,6.39,4.0
9561,1.04,Ideal,2,2,59.7,60.0,4812,6.61,6.59,3.94
9562,1.02,Very Good,5,2,60.5,63.0,4813,6.48,6.54,3.94
9563,1.16,Premium,2,2,59.6,58.0,4814,6.86,6.83,4.08
9564,1.08,Ideal,3,1,61.8,56.0,4814,6.54,6.6,4.06
9565,1.06,Premium,3,2,59.6,58.0,4815,6.67,6.73,3.99
9566,1.21,Very Good,0,3,60.9,58.0,4816,6.86,6.91,4.19
9567,1.08,Very Good,4,2,61.3,57.0,4816,6.62,6.6,4.05
9568,1.0,Premium,2,2,62.8,58.0,4816,6.38,6.36,4.0
9569,0.8,Ideal,4,3,61.4,56.0,4816,5.99,6.0,3.68
9570,1.01,Good,4,2,61.6,63.0,4816,6.42,6.47,3.97
9571,1.05,Ideal,4,2,61.8,57.0,4816,6.54,6.51,4.03
9572,1.0,Premium,3,2,60.8,58.0,4816,6.48,6.45,3.93
9573,1.0,Premium,2,2,62.4,59.0,4816,6.42,6.37,3.99
9574,0.91,Premium,6,2,60.2,58.0,4816,6.31,6.28,3.79
9575,1.0,Premium,6,1,62.4,58.0,4816,6.36,6.33,3.96
9576,0.94,Premium,6,2,60.7,60.0,4817,6.32,6.27,3.82
9577,1.02,Premium,6,1,62.5,59.0,4818,6.38,6.43,4.0
9578,0.9,Ideal,6,2,62.6,55.0,4819,6.1,6.16,3.84
9579,1.03,Good,1,3,60.0,62.0,4819,6.51,6.55,3.92
9580,1.02,Premium,2,2,61.2,57.0,4819,6.54,6.5,3.99
9581,1.23,Ideal,4,1,62.1,57.0,4819,6.83,6.8,4.23
9582,1.16,Premium,4,1,61.2,61.0,4820,6.77,6.74,4.14
9583,1.01,Very Good,6,2,59.1,61.0,4821,6.46,6.5,3.83
9584,1.01,Very Good,2,3,62.2,56.0,4821,6.35,6.44,3.98
9585,1.01,Very Good,2,3,62.6,61.0,4821,6.35,6.4,3.99
9586,1.01,Very Good,2,3,62.5,57.0,4821,6.37,6.44,4.0
9587,1.01,Ideal,2,3,62.3,57.0,4821,6.35,6.4,3.97
9588,1.01,Very Good,6,2,62.7,58.0,4821,6.34,6.38,3.99
9589,1.01,Good,6,2,64.1,60.0,4821,6.27,6.3,4.03
9590,0.91,Ideal,5,1,62.4,57.0,4821,6.17,6.21,3.86
9591,0.91,Good,4,4,63.5,56.0,4823,6.14,6.18,3.91
9592,0.91,Very Good,5,3,61.6,58.0,4823,6.18,6.2,3.81
9593,0.91,Very Good,5,3,62.9,55.0,4823,6.13,6.17,3.87
9594,0.91,Very Good,5,3,62.8,59.0,4823,6.15,6.17,3.87
9595,1.02,Ideal,5,1,61.6,55.0,4824,6.46,6.52,4.0
9596,1.07,Very Good,5,1,61.6,56.0,4824,6.54,6.6,4.05
9597,1.21,Good,0,1,61.1,60.8,4824,6.83,6.89,4.18
9598,1.0,Good,3,2,63.9,60.0,4824,6.27,6.22,3.99
9599,1.0,Ideal,3,2,62.7,56.0,4824,6.39,6.36,4.0
9600,1.29,Fair,4,1,64.4,57.0,4824,6.85,6.79,4.39
9601,1.01,Ideal,2,1,62.0,57.0,4825,6.4,6.43,3.98
9602,1.01,Ideal,1,2,61.2,56.0,4825,6.48,6.51,3.97
9603,0.98,Very Good,2,3,59.9,60.0,4826,6.45,6.38,3.84
9604,1.17,Very Good,1,2,62.6,58.0,4826,6.64,6.71,4.18
9605,1.17,Very Good,2,1,62.7,56.0,4826,6.68,6.74,4.21
9606,1.17,Good,2,1,63.8,58.0,4826,6.57,6.73,4.24
9607,1.08,Premium,2,2,62.6,56.0,4826,6.58,6.52,4.1
9608,1.39,Premium,1,1,61.9,59.0,4826,7.15,7.11,4.41
9609,1.1,Very Good,2,2,61.6,56.0,4827,6.61,6.66,4.09
9610,1.1,Ideal,2,2,60.2,56.0,4827,6.74,6.82,4.08
9611,1.0,Very Good,3,2,59.3,63.0,4827,6.48,6.44,3.83
9612,1.02,Premium,2,4,62.1,57.0,4827,6.46,6.42,4.0
9613,1.04,Good,4,2,63.1,57.0,4828,6.36,6.41,4.03
9614,1.2,Good,3,2,63.5,60.0,4828,6.68,6.74,4.26
9615,1.01,Ideal,4,2,62.3,57.0,4829,6.4,6.44,4.0
9616,1.01,Premium,4,2,60.3,58.0,4829,6.53,6.61,3.96
9617,1.06,Ideal,2,1,62.5,57.1,4829,6.46,6.5,4.05
9618,1.12,Ideal,1,2,62.0,56.0,4829,6.69,6.64,4.13
9619,1.1,Ideal,5,1,61.6,57.0,4829,6.68,6.64,4.1
9620,1.1,Premium,5,1,60.7,58.0,4829,6.77,6.65,4.07
9621,1.22,Premium,2,2,61.0,59.0,4829,6.92,6.86,4.2
9622,1.0,Ideal,5,1,61.8,57.0,4829,6.43,6.39,3.96
9623,1.07,Ideal,2,2,62.0,57.0,4830,6.51,6.56,4.05
9624,1.0,Very Good,2,2,62.8,56.0,4830,6.33,6.37,3.99
9625,1.0,Very Good,2,2,62.2,59.0,4830,6.32,6.35,3.94
9626,0.73,Ideal,5,6,62.0,56.0,4830,5.75,5.79,3.58
9627,1.2,Ideal,0,2,62.3,56.0,4830,6.77,6.81,4.23
9628,1.15,Premium,2,1,61.6,60.0,4830,6.75,6.72,4.15
9629,1.15,Premium,1,2,62.2,59.0,4830,6.75,6.68,4.18
9630,1.15,Ideal,2,1,62.0,57.0,4830,6.75,6.66,4.16
9631,1.01,Very Good,5,2,63.2,59.0,4830,6.28,6.25,3.96
9632,1.15,Premium,2,1,62.0,58.0,4830,6.7,6.66,4.14
9633,1.22,Premium,1,1,62.3,58.0,4831,6.8,6.85,4.25
9634,1.2,Very Good,2,1,60.7,60.0,4831,6.81,6.89,4.16
9635,1.2,Ideal,0,2,61.6,57.0,4831,6.79,6.87,4.21
9636,1.01,Ideal,5,1,61.9,56.0,4832,6.43,6.46,3.99
9637,1.1,Premium,4,1,62.6,57.0,4832,6.6,6.56,4.12
9638,1.02,Ideal,4,1,61.8,57.0,4832,6.49,6.43,3.99
9639,0.9,Premium,5,3,62.1,55.0,4833,6.23,6.14,3.84
9640,0.93,Premium,3,3,62.2,59.0,4834,6.21,6.26,3.88
9641,1.11,Very Good,3,3,63.4,56.0,4834,6.62,6.54,4.18
9642,1.03,Very Good,2,2,60.8,60.0,4836,6.47,6.5,3.94
9643,1.04,Ideal,1,2,61.7,55.0,4836,6.5,6.54,4.02
9644,1.01,Very Good,2,2,63.1,59.0,4836,6.36,6.32,4.0
9645,1.01,Very Good,2,2,63.4,59.0,4836,6.34,6.28,4.0
9646,1.01,Good,2,2,63.7,60.0,4836,6.35,6.3,4.03
9647,1.01,Premium,2,2,60.0,62.0,4836,6.51,6.45,3.89
9648,1.01,Ideal,2,2,62.2,57.0,4836,6.43,6.37,3.98
9649,1.01,Premium,2,2,62.4,60.0,4836,6.36,6.33,3.96
9650,1.27,Premium,1,1,62.0,60.0,4836,6.91,6.86,4.27
9651,1.01,Ideal,2,2,62.6,55.0,4836,6.43,6.39,4.01
9652,1.01,Ideal,6,1,60.5,57.0,4837,6.53,6.6,3.97
9653,1.15,Ideal,3,1,62.3,56.0,4838,6.67,6.75,4.18
9654,1.18,Ideal,1,1,62.2,57.0,4838,6.73,6.76,4.2
9655,1.2,Premium,2,4,61.7,59.0,4838,6.78,6.74,4.17
9656,1.2,Very Good,1,2,63.1,58.0,4838,6.72,6.66,4.22
9657,1.2,Premium,0,2,60.6,59.0,4838,6.88,6.84,4.16
9658,0.9,Ideal,2,5,62.0,57.0,4838,6.2,6.15,3.83
9659,1.2,Premium,1,1,61.5,58.0,4838,6.82,6.77,4.18
9660,1.2,Premium,0,2,61.4,59.0,4838,6.87,6.82,4.2
9661,0.9,Premium,4,3,62.3,58.0,4838,6.16,6.14,3.83
9662,0.9,Ideal,4,3,62.0,56.0,4838,6.23,6.15,3.84
9663,1.2,Premium,0,3,60.8,60.0,4839,6.85,6.89,4.18
9664,1.01,Good,2,3,64.2,55.0,4839,6.38,6.34,4.08
9665,1.01,Premium,2,3,60.5,58.0,4839,6.46,6.4,3.89
9666,1.03,Ideal,6,1,60.7,55.0,4839,6.61,6.53,3.99
9667,1.08,Very Good,5,1,59.5,59.0,4840,6.71,6.78,4.01
9668,1.14,Very Good,1,2,62.6,55.0,4840,6.66,6.72,4.19
9669,1.07,Ideal,2,1,62.4,55.0,4840,6.56,6.59,4.1
9670,1.12,Ideal,0,2,62.4,57.0,4840,6.65,6.6,4.14
9671,1.0,Ideal,1,3,62.4,52.0,4841,6.41,6.45,4.02
9672,1.21,Premium,0,3,59.9,59.0,4841,6.92,6.86,4.13
9673,0.9,Very Good,2,5,59.7,62.0,4842,6.2,6.23,3.71
9674,1.0,Very Good,2,3,63.0,59.0,4842,6.43,6.34,4.02
9675,1.03,Premium,2,2,62.2,60.0,4843,6.4,6.43,3.99
9676,1.03,Good,2,2,63.3,57.0,4843,6.39,6.41,4.05
9677,1.01,Ideal,4,1,62.7,57.0,4843,6.36,6.39,4.0
9678,1.0,Very Good,3,2,62.6,59.0,4844,6.29,6.33,3.95
9679,0.82,Very Good,3,7,61.9,57.0,4844,5.96,6.0,3.7
9680,1.0,Good,4,2,63.8,57.0,4844,6.21,6.29,3.99
9681,1.2,Premium,1,3,62.3,57.0,4844,6.79,6.74,4.22
9682,1.2,Ideal,1,3,62.6,57.0,4844,6.74,6.67,4.2
9683,1.05,Good,2,2,59.2,60.0,4845,6.59,6.62,3.91
9684,1.03,Fair,6,2,64.4,61.0,4845,6.33,6.25,4.05
9685,1.03,Ideal,5,1,62.3,56.0,4845,6.52,6.44,4.04
9686,1.03,Premium,5,1,61.8,59.0,4845,6.47,6.42,3.98
9687,0.9,Very Good,4,3,62.3,59.0,4846,6.1,6.16,3.82
9688,0.9,Very Good,6,2,60.4,59.0,4846,6.21,6.24,3.76
9689,1.04,Ideal,1,2,61.2,56.0,4846,6.53,6.55,4.0
9690,1.01,Very Good,4,2,63.5,59.0,4846,6.39,6.3,4.03
9691,0.72,Very Good,5,6,61.2,57.0,4847,5.73,5.78,3.53
9692,1.2,Good,3,1,63.1,57.0,4847,6.73,6.77,4.26
9693,0.9,Good,2,6,63.8,59.0,4847,6.09,6.13,3.9
9694,1.11,Very Good,3,1,63.2,56.0,4848,6.61,6.56,4.16
9695,1.03,Very Good,1,2,63.0,55.0,4848,6.37,6.42,4.03
9696,0.91,Very Good,3,5,63.4,58.0,4849,6.1,6.14,3.88
9697,1.09,Very Good,2,2,61.7,59.0,4849,6.53,6.59,4.05
9698,1.11,Ideal,1,2,61.4,60.0,4849,6.61,6.65,4.07
9699,1.64,Fair,3,0,64.5,60.0,4849,7.44,7.35,4.76
9700,0.31,Premium,3,2,60.4,58.0,593,4.42,4.39,2.66
9701,0.31,Premium,3,2,60.7,60.0,593,4.36,4.34,2.64
9702,0.31,Ideal,6,1,61.3,56.0,593,4.41,4.36,2.69
9703,0.31,Premium,6,1,60.1,60.0,593,4.41,4.38,2.64
9704,0.31,Ideal,6,1,62.1,57.0,593,4.34,4.32,2.69
9705,0.31,Good,6,1,63.7,55.0,593,4.35,4.32,2.76
9706,0.31,Very Good,6,1,63.1,54.0,593,4.38,4.33,2.75
9707,0.31,Ideal,6,1,62.8,53.0,593,4.37,4.35,2.74
9708,0.31,Ideal,6,1,62.3,56.0,593,4.38,4.35,2.72
9709,0.31,Ideal,6,1,62.5,55.0,593,4.34,4.3,2.7
9710,0.31,Premium,6,1,62.7,59.0,593,4.35,4.3,2.71
9711,0.31,Ideal,6,1,62.9,54.0,593,4.35,4.3,2.72
9712,0.31,Good,6,1,63.6,54.0,593,4.34,4.31,2.75
9713,0.31,Premium,6,1,62.1,59.0,593,4.35,4.31,2.69
9714,0.31,Ideal,6,1,62.6,57.0,593,4.35,4.27,2.7
9715,0.31,Premium,6,1,62.9,59.0,593,4.31,4.28,2.7
9716,0.31,Good,6,1,63.9,57.0,593,4.33,4.28,2.75
9717,0.31,Premium,1,2,60.7,58.0,593,4.42,4.38,2.67
9718,0.31,Ideal,6,1,62.0,56.0,593,4.35,4.33,2.69
9719,0.3,Premium,2,6,61.3,58.0,593,4.3,4.32,2.64
9720,0.32,Very Good,5,3,61.6,58.0,594,4.4,4.47,2.73
9721,0.33,Premium,1,3,61.0,61.0,594,4.46,4.43,2.71
9722,0.33,Premium,1,3,60.6,58.0,594,4.47,4.44,2.7
9723,0.33,Premium,1,3,62.0,60.0,594,4.46,4.41,2.75
9724,0.33,Ideal,1,3,61.5,57.0,594,4.49,4.42,2.74
9725,0.33,Premium,1,3,62.6,58.0,594,4.42,4.34,2.74
9726,0.33,Ideal,1,3,62.4,56.0,594,4.43,4.39,2.75
9727,0.33,Premium,1,3,61.1,59.0,594,4.44,4.4,2.7
9728,0.33,Ideal,2,2,63.0,56.0,594,4.42,4.41,2.78
9729,0.33,Premium,5,1,60.0,59.0,594,4.49,4.47,2.69
9730,1.01,Very Good,0,5,62.2,56.0,4850,6.37,6.42,3.98
9731,1.15,Very Good,1,2,62.5,60.0,4851,6.68,6.72,4.19
9732,1.05,Very Good,5,1,62.3,56.0,4851,6.47,6.54,4.05
9733,1.0,Very Good,4,2,61.4,62.0,4851,6.32,6.36,3.89
9734,1.0,Good,4,2,63.6,58.0,4851,6.27,6.31,4.0
9735,1.0,Premium,4,2,59.7,60.0,4851,6.48,6.51,3.88
9736,1.0,Very Good,4,2,62.8,59.0,4851,6.32,6.36,3.98
9737,1.0,Good,4,2,63.4,61.0,4851,6.29,6.35,4.01
9738,1.02,Ideal,4,1,62.6,56.0,4851,6.38,6.44,4.01
9739,1.01,Ideal,2,2,62.7,56.0,4851,6.41,6.44,4.03
9740,1.12,Very Good,3,1,60.2,59.0,4852,6.7,6.85,4.08
9741,0.99,Very Good,4,1,61.2,56.0,4852,6.4,6.45,3.93
9742,1.22,Ideal,4,1,62.0,57.0,4852,6.88,6.83,4.25
9743,1.01,Very Good,4,1,62.7,55.0,4853,6.32,6.4,3.99
9744,1.09,Very Good,4,1,63.2,58.0,4853,6.54,6.49,4.12
9745,1.01,Good,5,2,64.3,59.0,4853,6.34,6.31,4.07
9746,1.01,Premium,5,2,62.9,59.0,4853,6.38,6.3,3.99
9747,1.12,Good,1,3,63.8,55.0,4853,6.63,6.57,4.21
9748,1.01,Premium,3,4,59.5,60.0,4853,6.49,6.48,3.86
9749,1.01,Ideal,5,2,60.7,57.0,4853,6.52,6.49,3.95
9750,1.01,Premium,5,2,59.6,59.0,4853,6.53,6.46,3.87
9751,1.01,Premium,5,2,62.0,58.0,4853,6.41,6.37,3.96
9752,1.01,Very Good,5,2,63.1,55.0,4853,6.41,6.34,4.02
9753,1.13,Ideal,6,1,61.6,55.0,4854,6.73,6.7,4.14
9754,0.89,Ideal,4,3,61.5,55.0,4854,6.18,6.21,3.81
9755,1.11,Ideal,0,4,61.7,57.0,4854,6.67,6.72,4.13
9756,0.9,Ideal,5,2,61.1,56.0,4854,6.21,6.23,3.8
9757,1.24,Premium,2,1,62.1,58.0,4854,6.92,6.88,4.28
9758,1.13,Premium,1,2,61.5,60.0,4854,6.72,6.68,4.12
9759,1.01,Very Good,2,2,61.8,60.0,4855,6.38,6.44,3.96
9760,1.02,Ideal,4,1,61.3,56.0,4855,6.5,6.48,3.98
9761,1.02,Premium,3,2,60.7,60.0,4855,6.51,6.48,3.94
9762,1.23,Premium,0,3,62.7,58.0,4856,6.81,6.77,4.26
9763,1.08,Very Good,5,1,63.4,56.0,4857,6.55,6.5,4.14
9764,1.05,Premium,3,2,62.1,60.0,4857,6.48,6.44,4.01
9765,1.01,Very Good,1,4,59.7,58.0,4858,6.53,6.57,3.91
9766,0.9,Very Good,5,3,62.7,56.0,4858,6.13,6.21,3.87
9767,1.01,Ideal,4,1,62.9,57.0,4858,6.35,6.41,4.01
9768,0.93,Ideal,5,1,60.5,54.0,4858,6.4,6.38,3.87
9769,1.24,Premium,1,3,61.2,58.0,4858,6.94,6.89,4.23
9770,0.79,Ideal,4,6,61.5,55.0,4858,5.98,5.95,3.67
9771,1.0,Good,3,2,61.9,61.0,4859,6.36,6.4,3.95
9772,0.91,Ideal,3,4,62.3,55.0,4860,6.17,6.22,3.86
9773,0.71,Ideal,5,6,61.0,57.0,4860,5.75,5.76,3.51
9774,1.26,Ideal,0,1,62.8,54.0,4860,6.91,6.89,4.33
9775,1.07,Very Good,3,2,60.5,62.0,4861,6.6,6.69,4.02
9776,1.07,Very Good,6,1,62.6,61.0,4861,6.42,6.49,4.04
9777,1.07,Good,3,2,63.1,59.0,4861,6.45,6.49,4.08
9778,1.22,Very Good,0,1,60.5,58.5,4861,6.84,6.96,4.17
9779,1.0,Ideal,6,2,60.2,57.0,4861,6.54,6.48,3.92
9780,1.15,Premium,3,1,62.5,55.0,4861,6.72,6.68,4.19
9781,1.24,Good,3,1,63.7,60.0,4861,6.77,6.7,4.3
9782,1.0,Ideal,3,1,62.3,56.0,4861,6.46,6.44,3.96
9783,1.0,Premium,2,3,59.7,58.0,4861,6.57,6.52,3.91
9784,1.0,Good,2,3,63.7,59.0,4861,6.3,6.26,4.0
9785,1.06,Ideal,4,2,61.3,57.0,4862,6.56,6.51,4.01
9786,1.06,Premium,4,2,62.4,58.0,4862,6.56,6.51,4.07
9787,1.06,Ideal,4,2,61.2,55.0,4862,6.62,6.57,4.03
9788,1.06,Premium,4,2,61.9,58.0,4862,6.58,6.53,4.06
9789,0.99,Very Good,3,2,62.8,56.0,4863,6.34,6.36,3.99
9790,1.15,Premium,3,2,62.0,58.0,4863,6.77,6.68,4.17
9791,1.31,Good,3,1,63.8,56.0,4864,7.03,6.89,4.44
9792,1.08,Premium,4,2,62.1,58.0,4864,6.57,6.61,4.09
9793,1.0,Ideal,5,2,61.5,57.0,4864,6.41,6.47,3.96
9794,1.0,Very Good,5,2,61.9,62.0,4864,6.34,6.4,3.94
9795,1.0,Very Good,5,2,62.1,57.0,4864,6.35,6.4,3.96
9796,0.72,Ideal,5,6,61.4,57.0,4864,5.74,5.79,3.54
9797,0.96,Premium,5,2,60.0,60.0,4864,6.44,6.39,3.85
9798,1.19,Premium,1,2,62.2,58.0,4865,6.77,6.73,4.2
9799,1.01,Good,2,1,63.0,61.0,4865,6.32,6.29,3.97
9800,1.05,Ideal,4,1,62.7,54.0,4866,6.5,6.54,4.09
9801,1.0,Ideal,3,2,62.4,56.0,4867,6.34,6.41,3.98
9802,1.0,Very Good,6,1,62.6,57.0,4867,6.37,6.4,4.0
9803,1.01,Very Good,2,2,59.3,62.0,4868,6.57,6.55,3.89
9804,1.1,Ideal,1,2,60.8,61.0,4868,6.63,6.7,4.05
9805,1.01,Ideal,3,2,60.7,58.0,4868,6.55,6.52,3.97
9806,1.16,Very Good,1,3,62.6,59.0,4869,6.63,6.69,4.17
9807,1.16,Ideal,1,3,59.3,56.0,4869,6.84,6.88,4.07
9808,0.84,Very Good,6,4,60.1,58.0,4869,6.12,6.15,3.69
9809,1.01,Very Good,4,2,60.8,59.0,4869,6.49,6.53,3.96
9810,1.15,Ideal,2,1,62.0,56.0,4870,6.68,6.75,4.16
9811,1.23,Good,0,2,63.1,57.6,4870,6.74,6.8,4.27
9812,1.02,Ideal,2,1,62.4,55.0,4870,6.41,6.46,4.02
9813,1.11,Very Good,2,2,62.0,55.0,4871,6.61,6.68,4.12
9814,0.9,Ideal,2,3,60.9,54.0,4871,6.19,6.22,3.78
9815,0.92,Ideal,5,1,62.3,56.0,4871,6.21,6.25,3.88
9816,0.9,Ideal,3,2,61.9,57.0,4871,6.16,6.19,3.82
9817,1.09,Ideal,2,2,61.9,56.0,4871,6.64,6.61,4.1
9818,1.09,Very Good,2,2,63.2,57.0,4871,6.57,6.54,4.14
9819,1.09,Premium,2,2,61.8,58.0,4871,6.63,6.58,4.08
9820,1.09,Ideal,2,2,62.2,56.0,4871,6.59,6.56,4.09
9821,1.09,Ideal,2,2,62.4,55.0,4871,6.68,6.59,4.14
9822,0.9,Very Good,3,4,61.7,60.0,4872,6.11,6.2,3.8
9823,1.2,Premium,1,2,61.7,56.0,4872,6.82,6.76,4.19
9824,1.01,Ideal,1,2,60.0,60.0,4872,6.53,6.57,3.93
9825,1.16,Premium,2,1,61.8,58.0,4872,6.81,6.75,4.19
9826,1.06,Premium,2,2,61.6,59.0,4872,6.55,6.54,4.03
9827,1.06,Premium,2,2,62.8,58.0,4872,6.49,6.47,4.07
9828,1.16,Premium,1,2,60.0,58.0,4872,6.82,6.78,4.08
9829,1.16,Premium,2,1,60.2,59.0,4872,6.84,6.78,4.1
9830,1.0,Ideal,2,2,61.9,57.0,4872,6.43,6.39,3.97
9831,1.16,Premium,1,2,62.7,57.0,4872,6.76,6.67,4.21
9832,1.01,Ideal,6,1,62.6,56.0,4872,6.4,6.34,3.99
9833,1.01,Premium,3,2,62.6,59.0,4872,6.38,6.3,3.97
9834,1.07,Very Good,1,3,62.5,56.0,4873,6.5,6.53,4.07
9835,1.01,Very Good,2,2,63.6,56.0,4873,6.31,6.37,4.03
9836,1.03,Ideal,3,1,61.8,55.0,4873,6.5,6.52,4.02
9837,1.13,Premium,2,1,62.3,57.0,4873,6.68,6.65,4.15
9838,1.13,Premium,0,4,61.1,59.0,4873,6.74,6.67,4.1
9839,1.13,Premium,2,1,60.7,54.0,4873,6.82,6.72,4.11
9840,1.03,Premium,2,4,59.2,58.0,4874,6.66,6.61,3.92
9841,1.03,Ideal,2,4,61.5,57.0,4874,6.49,6.45,3.98
9842,1.24,Ideal,0,2,61.8,57.0,4875,6.92,6.86,4.26
9843,1.14,Very Good,3,1,62.4,60.0,4875,6.6,6.67,4.14
9844,1.02,Very Good,2,2,61.2,57.0,4875,6.47,6.53,3.98
9845,1.01,Premium,3,2,59.9,56.0,4875,6.6,6.45,3.91
9846,1.01,Ideal,5,1,62.2,56.0,4875,6.45,6.42,4.0
9847,1.01,Very Good,2,2,61.8,59.0,4876,6.37,6.41,3.95
9848,1.01,Very Good,2,2,60.0,58.0,4876,6.54,6.6,3.94
9849,1.23,Premium,4,1,61.7,58.0,4876,6.85,6.95,4.26
9850,1.01,Ideal,2,2,62.3,59.0,4876,6.36,6.41,3.98
9851,1.15,Ideal,3,1,62.4,56.0,4877,6.7,6.74,4.19
9852,1.11,Good,6,1,60.1,63.0,4877,6.68,6.7,4.02
9853,1.08,Premium,1,4,62.5,57.0,4877,6.54,6.51,4.08
